店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
D,20010414,165708,1000150,00008D,0000176,1,11,1116,111601,0018,001800,253,400,1,400,253,147,20014
A,20010414,165708,1000158,00008A,0000176,1,11,1116,111601,0018,001800,253,329,6,1974,1518,456,20014
B,20010414,165708,1000167,00008B,0000286,1,11,1104,110415,1057,105702,302,437,1,437,302,135,20014
C,20010415,091641,1000142,00163C,0000315,1,14,1402,140205,0405,040501,290,441,1,441,290,151,20014
D,20010415,091641,1000154,00163D,0000646,1,13,1302,130205,1380,138005,393,637,1,637,393,244,20014
A,20010415,091641,1000162,00163A,0000646,1,13,1302,130205,1380,138005,393,511,1,511,393,118,20014
B,20010415,125931,1000169,00020B,0000542,1,13,1301,130139,1893,189300,343,446,1,446,343,103,20014
C,20010415,091641,1000142,00163C,0000646,1,13,1302,130205,1380,138005,393,511,1,511,393,118,20014
D,20010415,091641,1000154,00163D,0000315,1,14,1402,140205,0405,040501,290,377,1,377,290,87,20014
A,20010415,091641,1000162,00163A,0000315,1,14,1402,140205,0405,040501,290,377,7,2639,2030,609,20014
B,20010415,091641,1000171,00163B,0000646,1,13,1302,130205,1380,138005,393,511,1,511,393,118,20014
C,20010415,091641,1000142,00163C,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67,20014
D,20010415,091641,1000154,00163D,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67,20014
A,20010415,091641,1000162,00163A,0000214,1,13,1302,130205,1230,123000,339,441,1,441,339,102,20014
B,20010415,091641,1000171,00163B,0000315,1,14,1402,140205,0405,040501,290,473,1,473,290,183,20014
C,20010415,091641,1000142,00163C,0000214,1,13,1302,130205,1230,123000,339,441,1,441,339,102,20014
D,20010415,091641,1000154,00163D,0000214,1,13,1302,130205,1230,123000,339,441,1,441,339,102,20014
A,20010415,091641,1000162,00163A,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67,20014
B,20010415,091641,1000171,00163B,0000375,1,11,1121,112107,1853,185300,221,288,6,1728,1326,402,20014
C,20010415,184856,1000141,00045C,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20014
D,20010415,094447,1000155,00220D,0000397,1,11,1105,110517,0191,019104,212,383,1,383,212,171,20014
A,20010415,094447,1000163,00220A,0000530,1,11,1111,111101,0104,010401,253,329,7,2303,1771,532,20014
B,20010415,091641,1000171,00163B,0000214,1,13,1302,130205,1230,123000,339,441,1,441,339,102,20014
C,20010415,094447,1000143,00220C,0000397,1,11,1105,110517,0191,019104,212,339,5,1695,1060,635,20014
D,20010415,094447,1000155,00220D,0000390,1,11,1117,111797,1943,194300,411,656,1,656,411,245,20014
A,20010415,094447,1000163,00220A,0000397,1,11,1105,110517,0191,019104,212,378,1,378,212,166,20014
B,20010415,094447,1000172,00220B,0000397,1,11,1105,110517,0191,019104,212,495,1,495,212,283,20014
C,20010415,094447,1000143,00220C,0000207,1,11,1115,111509,1170,117003,332,432,1,432,332,100,20014
D,20010415,094447,1000155,00220D,0000530,1,11,1111,111101,0104,010401,253,400,1,400,253,147,20014
A,20010415,094447,1000163,00220A,0000390,1,11,1117,111797,1943,194300,411,535,1,535,411,124,20014
B,20010415,094447,1000172,00220B,0000275,1,14,1406,140693,0570,057004,370,594,1,594,370,224,20014
C,20010415,094447,1000143,00220C,0000390,1,11,1117,111797,1943,194300,411,535,1,535,411,124,20014
D,20010415,094447,1000155,00220D,0000275,1,14,1406,140693,0570,057004,370,481,6,2886,2220,666,20014
A,20010415,094447,1000163,00220A,0000275,1,14,1406,140693,0570,057004,370,481,1,481,370,111,20014
B,20010415,094447,1000172,00220B,0000530,1,11,1111,111101,0104,010401,253,329,1,329,253,76,20014
C,20010415,094447,1000143,00220C,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20014
D,20010415,094447,1000155,00220D,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20014
A,20010415,094447,1000163,00220A,0000207,1,11,1115,111509,1170,117003,332,432,1,432,332,100,20014
B,20010415,094447,1000172,00220B,0000207,1,11,1115,111509,1170,117003,332,548,1,548,332,216,20014
C,20010415,094447,1000143,00220C,0000530,1,11,1111,111101,0104,010401,253,329,1,329,253,76,20014
D,20010415,094447,1000155,00220D,0000207,1,11,1115,111509,1170,117003,332,432,1,432,332,100,20014
A,20010415,094447,1000163,00220A,0000278,1,11,1107,110725,0140,014000,278,630,6,3780,1668,2112,20014
B,20010415,094447,1000172,00220B,0000390,1,11,1117,111797,1943,194300,411,751,1,751,411,340,20014
C,20010415,094447,1000143,00220C,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84,20014
D,20010415,094447,1000155,00220D,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84,20014
A,20010415,094447,1000163,00220A,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20014
B,20010415,094447,1000172,00220B,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84,20014
C,20010415,094447,1000143,00220C,0000275,1,14,1406,140693,0570,057004,370,481,1,481,370,111,20014
D,20010415,125931,1000152,00020D,0000462,1,14,1406,140681,1674,167405,231,301,8,2408,1848,560,20014
A,20010415,125931,1000160,00020A,0000460,1,14,1406,140661,0597,059700,101,132,1,132,101,31,20014
B,20010415,094447,1000172,00220B,0000352,1,11,1101,110125,1322,132200,345,511,3,1533,1035,498,20014
C,20010415,125931,1000140,00020C,0000542,1,13,1301,130139,1893,189300,343,633,1,633,343,290,20014
D,20010415,125931,1000152,00020D,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46,20014
A,20010415,125931,1000160,00020A,0000331,1,11,1102,110207,0193,019301,275,358,1,358,275,83,20014
B,20010415,125931,1000169,00020B,0000189,1,11,1103,110397,1510,151003,321,418,1,418,321,97,20014
C,20010415,125931,1000140,00020C,0000331,1,11,1102,110207,0193,019301,275,358,1,358,275,83,20014
D,20010415,125931,1000152,00020D,0000542,1,13,1301,130139,1893,189300,343,446,1,446,343,103,20014
A,20010415,125931,1000160,00020A,0000548,1,11,1115,111503,1207,120700,305,602,1,602,305,297,20014
B,20010415,125931,1000169,00020B,0000548,1,11,1115,111503,1207,120700,305,607,1,607,305,302,20014
C,20010415,125931,1000140,00020C,0000460,1,14,1406,140661,0597,059700,101,132,3,396,303,93,20014
D,20010415,125931,1000152,00020D,0000189,1,11,1103,110397,1510,151003,321,418,1,418,321,97,20014
A,20010415,125931,1000160,00020A,0000140,1,14,1403,140325,1038,103804,264,344,5,1720,1320,400,20014
B,20010415,125931,1000169,00020B,0000331,1,11,1102,110207,0193,019301,275,358,1,358,275,83,20014
C,20010415,125931,1000140,00020C,0000372,1,11,1101,110131,0569,056902,467,608,1,608,467,141,20014
D,20010415,125931,1000152,00020D,0000548,1,11,1115,111503,1207,120700,305,397,1,397,305,92,20014
A,20010415,125931,1000160,00020A,0000542,1,13,1301,130139,1893,189300,343,544,1,544,343,201,20014
B,20010415,125931,1000169,00020B,0000462,1,14,1406,140681,1674,167405,231,350,1,350,231,119,20014
C,20010415,125931,1000140,00020C,0000548,1,11,1115,111503,1207,120700,305,397,1,397,305,92,20014
D,20010415,125931,1000152,00020D,0000372,1,11,1101,110131,0569,056902,467,608,6,3648,2802,846,20014
A,20010415,125931,1000160,00020A,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46,20014
B,20010415,125931,1000169,00020B,0000282,1,11,1118,111801,0112,011201,153,199,1,199,153,46,20014
C,20010415,125931,1000140,00020C,0000282,1,11,1118,111801,0112,011201,153,199,5,995,765,230,20014
D,20010415,125931,1000152,00020D,0000460,1,14,1406,140661,0597,059700,101,132,5,660,505,155,20014
A,20010415,125931,1000160,00020A,0000462,1,14,1406,140681,1674,167405,231,301,1,301,231,70,20014
B,20010415,125931,1000169,00020B,0000460,1,14,1406,140661,0597,059700,101,157,1,157,101,56,20014
C,20010415,125931,1000140,00020C,0000462,1,14,1406,140681,1674,167405,231,381,1,381,231,150,20014
D,20010415,125931,1000152,00020D,0000140,1,14,1403,140325,1038,103804,264,344,1,344,264,80,20014
A,20010415,125931,1000160,00020A,0000372,1,11,1101,110131,0569,056902,467,608,1,608,467,141,20014
B,20010415,184856,1000170,00045B,0000323,1,14,1406,140697,1714,171400,327,445,7,3115,2289,826,20014
C,20010415,125931,1000140,00020C,0000189,1,11,1103,110397,1510,151003,321,418,1,418,321,97,20014
D,20010415,125931,1000152,00020D,0000331,1,11,1102,110207,0193,019301,275,527,6,3162,1650,1512,20014
A,20010415,125931,1000160,00020A,0000189,1,11,1103,110397,1510,151003,321,418,1,418,321,97,20014
B,20010415,184856,1000170,00045B,0000352,1,11,1101,110125,1322,132200,345,511,5,2555,1725,830,20014
C,20010415,184856,1000141,00045C,0000411,1,14,1406,140681,1053,105301,383,784,5,3920,1915,2005,20014
D,20010415,184856,1000153,00045D,0000374,1,11,1117,111701,0151,015100,329,428,1,428,329,99,20014
A,20010415,184856,1000161,00045A,0000411,1,14,1406,140681,1053,105301,383,590,5,2950,1915,1035,20014
B,20010415,184856,1000170,00045B,0000324,1,11,1120,112005,1854,185406,286,372,3,1116,858,258,20014
C,20010415,184856,1000141,00045C,0000472,1,14,1402,140205,1974,197403,267,348,1,348,267,81,20014
D,20010415,184856,1000153,00045D,0000324,1,11,1120,112005,1854,185406,286,446,1,446,286,160,20014
A,20010415,184856,1000161,00045A,0000374,1,11,1117,111701,0151,015100,329,428,1,428,329,99,20014
B,20010415,184856,1000170,00045B,0000501,1,11,1108,110802,0876,087602,333,433,1,433,333,100,20014
C,20010415,184856,1000141,00045C,0000323,1,14,1406,140697,1714,171400,327,514,2,1028,654,374,20014
D,20010415,184856,1000153,00045D,0000411,1,14,1406,140681,1053,105301,383,495,4,1980,1532,448,20014
A,20010415,184856,1000161,00045A,0000460,1,14,1406,140661,0597,059700,101,132,1,132,101,31,20014
B,20010415,184856,1000170,00045B,0000304,1,11,1107,110707,1487,148704,343,446,1,446,343,103,20014
C,20010415,184856,1000141,00045C,0000374,1,11,1117,111701,0151,015100,329,428,5,2140,1645,495,20014
D,20010415,184856,1000153,00045D,0000323,1,14,1406,140697,1714,171400,327,606,3,1818,981,837,20014
A,20010415,184856,1000161,00045A,0000352,1,11,1101,110125,1322,132200,345,449,6,2694,2070,624,20014
B,20010415,125931,1000169,00020B,0000372,1,11,1101,110131,0569,056902,467,608,5,3040,2335,705,20014
C,20010415,184856,1000141,00045C,0000305,1,11,1101,110129,1765,176502,185,241,5,1205,925,280,20014
D,20010415,184856,1000153,00045D,0000472,1,14,1402,140205,1974,197403,267,348,1,348,267,81,20014
A,20010415,184856,1000161,00045A,0000501,1,11,1108,110802,0876,087602,333,522,1,522,333,189,20014
B,20010415,184856,1000170,00045B,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20014
C,20010415,184856,1000141,00045C,0000501,1,11,1108,110802,0876,087602,333,433,6,2598,1998,600,20014
D,20010415,184856,1000153,00045D,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20014
A,20010415,184856,1000161,00045A,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20014
B,20010415,184856,1000170,00045B,0000472,1,14,1402,140205,1974,197403,267,348,5,1740,1335,405,20014
C,20010415,184856,1000141,00045C,0000304,1,11,1107,110707,1487,148704,343,446,5,2230,1715,515,20014
D,20010415,184856,1000153,00045D,0000501,1,11,1108,110802,0876,087602,333,433,1,433,333,100,20014
A,20010415,184856,1000161,00045A,0000472,1,14,1402,140205,1974,197403,267,348,5,1740,1335,405,20014
B,20010415,184856,1000170,00045B,0000374,1,11,1117,111701,0151,015100,329,428,1,428,329,99,20014
C,20010415,184856,1000141,00045C,0000460,1,14,1406,140661,0597,059700,101,132,6,792,606,186,20014
D,20010415,184856,1000153,00045D,0000304,1,11,1107,110707,1487,148704,343,446,1,446,343,103,20014
A,20010415,184856,1000161,00045A,0000324,1,11,1120,112005,1854,185406,286,455,6,2730,1716,1014,20014
B,20010415,184856,1000170,00045B,0000460,1,14,1406,140661,0597,059700,101,157,1,157,101,56,20014
C,20010415,184856,1000141,00045C,0000324,1,11,1120,112005,1854,185406,286,372,3,1116,858,258,20014
D,20010415,184856,1000153,00045D,0000305,1,11,1101,110129,1765,176502,185,296,5,1480,925,555,20014
A,20010415,184856,1000161,00045A,0000323,1,14,1406,140697,1714,171400,327,525,6,3150,1962,1188,20014
B,20010415,125931,1000169,00020B,0000140,1,14,1403,140325,1038,103804,264,490,1,490,264,226,20014
C,20010415,125931,1000140,00020C,0000140,1,14,1403,140325,1038,103804,264,344,1,344,264,80,20014
D,20010415,184856,1000153,00045D,0000460,1,14,1406,140661,0597,059700,101,132,1,132,101,31,20014
A,20010415,184856,1000161,00045A,0000304,1,11,1107,110707,1487,148704,343,940,3,2820,1029,1791,20014
B,20010415,184856,1000170,00045B,0000411,1,14,1406,140681,1053,105301,383,584,1,584,383,201,20014
C,20010416,142515,1000144,00036C,0000301,1,14,1497,149797,1730,173005,154,201,1,201,154,47,20014
D,20010416,142515,1000156,00036D,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,20014
A,20010416,105653,1000165,00118A,0000425,1,11,1116,111601,1736,173603,208,271,5,1355,1040,315,20014
B,20010416,110233,1000175,00286B,0000459,1,11,1115,111509,1669,166901,358,466,1,466,358,108,20014
C,20010416,142515,1000144,00036C,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102,20014
D,20010416,105653,1000157,00118D,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20014
A,20010416,105653,1000165,00118A,0000300,1,11,1101,110117,1006,100601,238,310,1,310,238,72,20014
B,20010416,105653,1000174,00118B,0000577,1,11,1115,111511,1880,188002,160,259,5,1295,800,495,20014
C,20010416,105653,1000145,00118C,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20014
D,20010416,105653,1000157,00118D,0000462,1,14,1406,140681,1674,167405,231,301,7,2107,1617,490,20014
A,20010416,105653,1000165,00118A,0000462,1,14,1406,140681,1674,167405,231,301,1,301,231,70,20014
B,20010416,105653,1000174,00118B,0000462,1,14,1406,140681,1674,167405,231,350,1,350,231,119,20014
C,20010416,105653,1000145,00118C,0000462,1,14,1406,140681,1674,167405,231,381,1,381,231,150,20014
D,20010416,105653,1000157,00118D,0000300,1,11,1101,110117,1006,100601,238,310,1,310,238,72,20014
A,20010416,105653,1000165,00118A,0000235,1,11,1104,110413,1523,152302,321,418,5,2090,1605,485,20014
B,20010416,105653,1000174,00118B,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20014
C,20010416,105653,1000145,00118C,0000235,1,11,1104,110413,1523,152302,321,418,1,418,321,97,20014
D,20010416,105653,1000157,00118D,0000577,1,11,1115,111511,1880,188002,160,208,1,208,160,48,20014
A,20010416,105653,1000165,00118A,0000577,1,11,1115,111511,1880,188002,160,241,6,1446,960,486,20014
B,20010416,105653,1000174,00118B,0000400,1,11,1112,111209,1444,144403,252,328,1,328,252,76,20014
C,20010416,105653,1000145,00118C,0000400,1,11,1112,111209,1444,144403,252,328,1,328,252,76,20014
D,20010416,105653,1000157,00118D,0000235,1,11,1104,110413,1523,152302,321,418,1,418,321,97,20014
A,20010416,105653,1000165,00118A,0000400,1,11,1112,111209,1444,144403,252,328,1,328,252,76,20014
B,20010416,105653,1000174,00118B,0000300,1,11,1101,110117,1006,100601,238,310,1,310,238,72,20014
C,20010416,105653,1000145,00118C,0000300,1,11,1101,110117,1006,100601,238,310,6,1860,1428,432,20014
D,20010416,105653,1000157,00118D,0000425,1,11,1116,111601,1736,173603,208,328,1,328,208,120,20014
A,20010416,105653,1000165,00118A,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20014
B,20010416,142515,1000173,00036B,0000427,1,11,1105,110503,1032,103200,305,397,5,1985,1525,460,20014
C,20010416,105653,1000145,00118C,0000577,1,11,1115,111511,1880,188002,160,208,1,208,160,48,20014
D,20010416,142515,1000156,00036D,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102,20014
A,20010416,142515,1000164,00036A,0000549,1,11,1101,110119,1994,199404,330,614,1,614,330,284,20014
B,20010416,105653,1000174,00118B,0000425,1,11,1116,111601,1736,173603,208,303,1,303,208,95,20014
C,20010416,142515,1000144,00036C,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,20014
D,20010416,142515,1000156,00036D,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92,20014
A,20010416,142515,1000164,00036A,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102,20014
B,20010416,105653,1000174,00118B,0000235,1,11,1104,110413,1523,152302,321,418,1,418,321,97,20014
C,20010416,142515,1000144,00036C,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92,20014
D,20010416,142515,1000156,00036D,0000301,1,14,1497,149797,1730,173005,154,201,1,201,154,47,20014
A,20010416,142515,1000164,00036A,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92,20014
B,20010416,142515,1000173,00036B,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,20014
C,20010416,105653,1000145,00118C,0000425,1,11,1116,111601,1736,173603,208,401,1,401,208,193,20014
D,20010416,105653,1000157,00118D,0000400,1,11,1112,111209,1444,144403,252,328,5,1640,1260,380,20014
A,20010416,142515,1000164,00036A,0000301,1,14,1497,149797,1730,173005,154,201,1,201,154,47,20014
B,20010416,110233,1000175,00286B,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20014
B,20010416,110233,1000175,00286B,0000516,1,14,1403,140313,0263,026304,243,316,4,1264,972,292,20014
B,20010416,110233,1000175,00286B,0000523,1,13,1301,130139,0120,012000,392,510,1,510,392,118,20014
B,20010416,110233,1000175,00286B,0000391,1,11,1111,111111,0052,005200,191,249,1,249,191,58,20014
B,20010416,110233,1000175,00286B,0000418,1,11,1105,110501,1844,184400,197,257,1,257,197,60,20014
B,20010416,142515,1000173,00036B,0000301,1,14,1497,149797,1730,173005,154,201,1,201,154,47,20014
B,20010416,142515,1000173,00036B,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102,20014
C,20010417,164335,1000148,00179C,0000351,1,11,1113,111397,0745,074501,227,296,2,592,454,138,20014
D,20010417,113649,1000159,00060D,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,20014
A,20010417,110433,1000169,00272A,0000518,1,11,1110,111011,1369,136902,361,470,1,470,361,109,20014
B,20010417,110433,1000179,00272B,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63,20014
C,20010417,113649,1000147,00060C,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83,20014
D,20010417,113649,1000159,00060D,0000449,1,14,1406,140631,1215,121503,322,503,7,3521,2254,1267,20014
A,20010417,110433,1000169,00272A,0000084,1,14,1401,140197,1916,191600,107,140,1,140,107,33,20014
B,20010417,110433,1000179,00272B,0000084,1,14,1401,140197,1916,191600,107,140,1,140,107,33,20014
C,20010417,113649,1000147,00060C,0000460,1,14,1406,140661,0597,059700,101,132,1,132,101,31,20014
D,20010417,113649,1000159,00060D,0000261,1,11,1111,111113,1771,177104,274,357,1,357,274,83,20014
A,20010417,110433,1000169,00272A,0000473,1,13,1303,130301,0025,002501,306,398,5,1990,1530,460,20014
B,20010417,110433,1000179,00272B,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72,20014
C,20010417,113649,1000147,00060C,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,20014
D,20010417,113649,1000159,00060D,0000403,1,11,1120,112097,0465,046500,203,264,1,264,203,61,20014
A,20010417,110433,1000169,00272A,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72,20014
B,20010417,110433,1000179,00272B,0000473,1,13,1303,130301,0025,002501,306,398,1,398,306,92,20014
C,20010417,113649,1000147,00060C,0000449,1,14,1406,140631,1215,121503,322,419,6,2514,1932,582,20014
D,20010417,113649,1000159,00060D,0000460,1,14,1406,140661,0597,059700,101,132,6,792,606,186,20014
A,20010417,110433,1000169,00272A,0000667,1,11,1110,111003,0596,059604,246,320,1,320,246,74,20014
B,20010417,110433,1000179,00272B,0000518,1,11,1110,111011,1369,136902,361,470,6,2820,2166,654,20014
C,20010417,113649,1000147,00060C,0000403,1,11,1120,112097,0465,046500,203,264,1,264,203,61,20014
