顧客,日付,日数
00062B,20010920,261
00062B,20010920,261
00062B,20011104,306
00062B,20011104,306
00062B,20011104,306
00062B,20011211,343
00062B,20011211,343
00062C,20010724,203
00062C,20010724,203
00062C,20010724,203
00062C,20010724,203
00062C,20010724,203
00062C,20010724,203
00062C,20010810,220
00062C,20010810,220
00062C,20010820,230
00062C,20010820,230
00062C,20010820,230
00062C,20010820,230
00062C,20010920,261
00062C,20010920,261
00062C,20010920,261
00062C,20010920,261
00062C,20010920,261
00062C,20011104,306
00062C,20011104,306
00062C,20011104,306
00062C,20011211,343
00062C,20011211,343
00062D,20010724,203
00062D,20010724,203
00062D,20010724,203
00062D,20010724,203
00062D,20010724,203
00062D,20010724,203
00062D,20010810,220
00062D,20010810,220
00062D,20010820,230
00062D,20010820,230
00062D,20010820,230
00062D,20010820,230
00062D,20010920,261
00062D,20010920,261
00062D,20010920,261
00062D,20010920,261
00062D,20010920,261
00062D,20011104,306
00062D,20011104,306
00062D,20011104,306
00062D,20011211,343
00062D,20011211,343
00063A,20010520,138
00063A,20010520,138
00063A,20010520,138
00063A,20010520,138
00063A,20010520,138
00063A,20010520,138
00063A,20010520,138
00063A,20010520,138
00063A,20010520,138
00063A,20010520,138
00063A,20010520,138
00063A,20010615,164
00063A,20010615,164
00063A,20010615,164
00063A,20010618,167
00063A,20010618,167
00063A,20010618,167
00063A,20010618,167
00063A,20010618,167
00063A,20010619,168
00063A,20010619,168
00063A,20010619,168
00063A,20010714,193
00063A,20010714,193
00063A,20010714,193
00063A,20010714,193
00063A,20010714,193
00063A,20010719,198
00063A,20010719,198
00063A,20010719,198
00063A,20010719,198
00063B,20010520,138
00063B,20010520,138
00063B,20010520,138
00063B,20010520,138
00063B,20010520,138
00063B,20010520,138
00063B,20010520,138
00063B,20010520,138
00063B,20010520,138
00063B,20010520,138
00063B,20010520,138
00063B,20010615,164
00063B,20010615,164
00063B,20010615,164
00063B,20010618,167
00063B,20010618,167
00063B,20010618,167
00063B,20010618,167
00063B,20010618,167
00063B,20010619,168
00063B,20010619,168
00063B,20010619,168
00063B,20010714,193
00063B,20010714,193
00063B,20010714,193
00063B,20010714,193
00063B,20010714,193
00063B,20010719,198
00063B,20010719,198
00063B,20010719,198
00063B,20010719,198
00063C,20010520,138
00063C,20010520,138
00063C,20010520,138
00063C,20010520,138
00063C,20010520,138
00063C,20010520,138
00063C,20010520,138
00063C,20010520,138
00063C,20010520,138
00063C,20010520,138
00063C,20010520,138
00063C,20010615,164
00063C,20010615,164
00063C,20010615,164
00063C,20010618,167
00063C,20010618,167
00063C,20010618,167
00063C,20010618,167
00063C,20010618,167
00063C,20010619,168
00063C,20010619,168
00063C,20010619,168
00063C,20010714,193
00063C,20010714,193
00063C,20010714,193
00063C,20010714,193
00063C,20010714,193
00063C,20010719,198
00063C,20010719,198
00063C,20010719,198
00063C,20010719,198
00063D,20010520,138
00063D,20010520,138
00063D,20010520,138
00063D,20010520,138
00063D,20010520,138
00063D,20010520,138
00063D,20010520,138
00063D,20010520,138
00063D,20010520,138
00063D,20010520,138
00063D,20010520,138
00063D,20010615,164
00063D,20010615,164
00063D,20010615,164
00063D,20010618,167
00063D,20010618,167
00063D,20010618,167
00063D,20010618,167
00063D,20010618,167
00063D,20010619,168
00063D,20010619,168
00063D,20010619,168
00063D,20010714,193
00063D,20010714,193
00063D,20010714,193
00063D,20010714,193
00063D,20010714,193
00063D,20010719,198
00063D,20010719,198
00063D,20010719,198
00063D,20010719,198
00064A,20010918,259
00064A,20010918,259
00064A,20010918,259
00064A,20010923,264
00064A,20010923,264
00064A,20010923,264
00064A,20010923,264
00064A,20010923,264
00064A,20011011,282
00064A,20011011,282
00064A,20011011,282
00064A,20011011,282
00064A,20011011,282
00064A,20011023,294
00064A,20011023,294
00064A,20011023,294
00064A,20011024,295
00064A,20011024,295
00064A,20011024,295
00064A,20011024,295
00064A,20011024,295
00064A,20011024,295
00064A,20011104,306
00064A,20011120,322
00064A,20011120,322
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064A,20011207,339
00064B,20010918,259
00064B,20010918,259
00064B,20010918,259
00064B,20010923,264
00064B,20010923,264
00064B,20010923,264
00064B,20010923,264
00064B,20010923,264
00064B,20011011,282
00064B,20011011,282
00064B,20011011,282
00064B,20011011,282
00064B,20011011,282
00064B,20011023,294
00064B,20011023,294
00064B,20011023,294
00064B,20011024,295
00064B,20011024,295
00064B,20011024,295
00064B,20011024,295
00064B,20011024,295
00064B,20011024,295
00064B,20011104,306
00064B,20011120,322
00064B,20011120,322
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064B,20011207,339
00064C,20010918,259
00064C,20010918,259
00064C,20010918,259
00064C,20010923,264
00064C,20010923,264
00064C,20010923,264
00064C,20010923,264
00064C,20010923,264
00064C,20011011,282
00064C,20011011,282
00064C,20011011,282
00064C,20011011,282
00064C,20011011,282
00064C,20011023,294
00064C,20011023,294
00064C,20011023,294
00064C,20011024,295
00064C,20011024,295
00064C,20011024,295
00064C,20011024,295
00064C,20011024,295
00064C,20011024,295
00064C,20011104,306
00064C,20011120,322
00064C,20011120,322
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064C,20011207,339
00064D,20010918,259
00064D,20010918,259
00064D,20010918,259
00064D,20010923,264
00064D,20010923,264
00064D,20010923,264
00064D,20010923,264
00064D,20010923,264
00064D,20011011,282
00064D,20011011,282
00064D,20011011,282
00064D,20011011,282
00064D,20011011,282
00064D,20011023,294
00064D,20011023,294
00064D,20011023,294
00064D,20011024,295
00064D,20011024,295
00064D,20011024,295
00064D,20011024,295
00064D,20011024,295
00064D,20011024,295
00064D,20011104,306
00064D,20011120,322
00064D,20011120,322
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00064D,20011207,339
00065A,20011117,319
00065A,20011117,319
00065A,20011117,319
00065A,20011117,319
00065A,20011117,319
00065A,20011117,319
00065A,20011117,319
00065A,20011126,328
00065A,20011126,328
00065A,20011126,328
00065A,20011126,328
00065A,20011126,328
00065A,20011210,342
00065A,20011210,342
00065A,20011210,342
00065A,20011210,342
00065A,20011210,342
00065A,20011210,342
00065A,20011210,342
00065A,20011221,353
00065A,20011221,353
00065A,20011221,353
00065A,20011221,353
00065A,20011221,353
00065A,20011221,353
00065A,20011221,353
00065B,20011117,319
00065B,20011117,319
00065B,20011117,319
00065B,20011117,319
00065B,20011117,319
00065B,20011117,319
00065B,20011117,319
00065B,20011126,328
00065B,20011126,328
00065B,20011126,328
00065B,20011126,328
00065B,20011126,328
00065B,20011210,342
00065B,20011210,342
00065B,20011210,342
00065B,20011210,342
00065B,20011210,342
00065B,20011210,342
00065B,20011210,342
00065B,20011221,353
00065B,20011221,353
00065B,20011221,353
00065B,20011221,353
00065B,20011221,353
00065B,20011221,353
00065B,20011221,353
00065C,20011117,319
00065C,20011117,319
00065C,20011117,319
00065C,20011117,319
00065C,20011117,319
00065C,20011117,319
00065C,20011117,319
00065C,20011126,328
00065C,20011126,328
00065C,20011126,328
00065C,20011126,328
00065C,20011126,328
00065C,20011210,342
00065C,20011210,342
00065C,20011210,342
00065C,20011210,342
00065C,20011210,342
00065C,20011210,342
00065C,20011210,342
00065C,20011221,353
00065C,20011221,353
00065C,20011221,353
00065C,20011221,353
00065C,20011221,353
00065C,20011221,353
00065C,20011221,353
00065D,20011117,319
00065D,20011117,319
00065D,20011117,319
00065D,20011117,319
00065D,20011117,319
00065D,20011117,319
00065D,20011117,319
00065D,20011126,328
00065D,20011126,328
00065D,20011126,328
00065D,20011126,328
00065D,20011126,328
00065D,20011210,342
00065D,20011210,342
00065D,20011210,342
00065D,20011210,342
00065D,20011210,342
00065D,20011210,342
00065D,20011210,342
00065D,20011221,353
00065D,20011221,353
00065D,20011221,353
00065D,20011221,353
00065D,20011221,353
00065D,20011221,353
00065D,20011221,353
00066A,20010523,141
00066A,20010523,141
00066A,20010523,141
00066A,20010523,141
00066A,20010523,141
00066A,20010523,141
00066A,20010523,141
00066A,20010601,150
00066A,20010601,150
00066A,20010601,150
00066A,20010601,150
00066A,20010612,161
00066A,20010612,161
00066A,20010612,161
00066A,20010612,161
00066A,20010612,161
00066A,20010612,161
00066A,20010612,161
00066A,20010612,161
00066A,20010612,161
00066A,20010612,161
00066A,20010625,174
00066A,20010625,174
00066A,20010625,174
00066A,20010625,174
00066A,20010707,186
00066A,20010714,193
00066A,20010714,193
00066A,20010909,250
00066A,20010909,250
00066A,20010909,250
00066A,20010909,250
00066A,20010909,250
00066A,20010909,250
00066A,20010909,250
00066A,20010930,271
00066A,20011115,317
00066A,20011115,317
00066A,20011115,317
00066A,20011115,317
00066A,20011115,317
00066A,20011115,317
00066A,20011115,317
00066A,20011115,317
00066A,20011115,317
00066A,20011115,317
00066A,20011128,330
00066A,20011128,330
00066A,20011128,330
00066A,20011128,330
00066A,20011128,330
00066A,20011128,330
00066A,20011221,353
00066A,20011221,353
00066B,20010523,141
00066B,20010523,141
00066B,20010523,141
00066B,20010523,141
00066B,20010523,141
00066B,20010523,141
00066B,20010523,141
00066B,20010601,150
00066B,20010601,150
00066B,20010601,150
00066B,20010601,150
00066B,20010612,161
00066B,20010612,161
00066B,20010612,161
00066B,20010612,161
00066B,20010612,161
00066B,20010612,161
00066B,20010612,161
00066B,20010612,161
00066B,20010612,161
00066B,20010612,161
00066B,20010625,174
00066B,20010625,174
00066B,20010625,174
00066B,20010625,174
00066B,20010707,186
00066B,20010714,193
00066B,20010714,193
00066B,20010909,250
00066B,20010909,250
00066B,20010909,250
00066B,20010909,250
00066B,20010909,250
00066B,20010909,250
00066B,20010909,250
00066B,20010930,271
00066B,20011115,317
00066B,20011115,317
00066B,20011115,317
00066B,20011115,317
00066B,20011115,317
00066B,20011115,317
00066B,20011115,317
00066B,20011115,317
00066B,20011115,317
00066B,20011115,317
00066B,20011128,330
00066B,20011128,330
00066B,20011128,330
00066B,20011128,330
00066B,20011128,330
00066B,20011128,330
00066B,20011221,353
00066B,20011221,353
00066C,20010523,141
00066C,20010523,141
00066C,20010523,141
00066C,20010523,141
00066C,20010523,141
00066C,20010523,141
00066C,20010523,141
00066C,20010601,150
00066C,20010601,150
00066C,20010601,150
00066C,20010601,150
00066C,20010612,161
00066C,20010612,161
00066C,20010612,161
00066C,20010612,161
00066C,20010612,161
00066C,20010612,161
00066C,20010612,161
00066C,20010612,161
00066C,20010612,161
00066C,20010612,161
00066C,20010625,174
00066C,20010625,174
00066C,20010625,174
00066C,20010625,174
00066C,20010707,186
00066C,20010714,193
00066C,20010714,193
00066C,20010909,250
00066C,20010909,250
00066C,20010909,250
00066C,20010909,250
00066C,20010909,250
00066C,20010909,250
00066C,20010909,250
00066C,20010930,271
00066C,20011115,317
00066C,20011115,317
00066C,20011115,317
00066C,20011115,317
00066C,20011115,317
00066C,20011115,317
00066C,20011115,317
00066C,20011115,317
00066C,20011115,317
00066C,20011115,317
00066C,20011128,330
00066C,20011128,330
00066C,20011128,330
00066C,20011128,330
00066C,20011128,330
00066C,20011128,330
00066C,20011221,353
00066C,20011221,353
00066D,20010523,141
00066D,20010523,141
00066D,20010523,141
00066D,20010523,141
00066D,20010523,141
00066D,20010523,141
00066D,20010523,141
00066D,20010601,150
00066D,20010601,150
00066D,20010601,150
00066D,20010601,150
00066D,20010612,161
00066D,20010612,161
00066D,20010612,161
00066D,20010612,161
00066D,20010612,161
00066D,20010612,161
00066D,20010612,161
00066D,20010612,161
00066D,20010612,161
00066D,20010612,161
00066D,20010625,174
00066D,20010625,174
00066D,20010625,174
00066D,20010625,174
00066D,20010707,186
00066D,20010714,193
00066D,20010714,193
00066D,20010909,250
00066D,20010909,250
00066D,20010909,250
00066D,20010909,250
00066D,20010909,250
00066D,20010909,250
00066D,20010909,250
00066D,20010930,271
00066D,20011115,317
00066D,20011115,317
00066D,20011115,317
00066D,20011115,317
00066D,20011115,317
00066D,20011115,317
00066D,20011115,317
00066D,20011115,317
00066D,20011115,317
00066D,20011115,317
00066D,20011128,330
00066D,20011128,330
00066D,20011128,330
00066D,20011128,330
00066D,20011128,330
00066D,20011128,330
00066D,20011221,353
00066D,20011221,353
00067A,20011224,356
00067A,20011224,356
00067A,20011224,356
00067A,20011224,356
00067A,20011224,356
00067A,20011224,356
00067A,20011224,356
00067A,20011224,356
00067A,20011224,356
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011225,357
00067A,20011229,361
00067A,20011229,361
00067B,20011224,356
00067B,20011224,356
00067B,20011224,356
00067B,20011224,356
00067B,20011224,356
00067B,20011224,356
00067B,20011224,356
00067B,20011224,356
00067B,20011224,356
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011225,357
00067B,20011229,361
00067B,20011229,361
00067C,20011224,356
00067C,20011224,356
00067C,20011224,356
00067C,20011224,356
00067C,20011224,356
00067C,20011224,356
00067C,20011224,356
00067C,20011224,356
00067C,20011224,356
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011225,357
00067C,20011229,361
00067C,20011229,361
00067D,20011224,356
00067D,20011224,356
00067D,20011224,356
00067D,20011224,356
00067D,20011224,356
00067D,20011224,356
00067D,20011224,356
00067D,20011224,356
00067D,20011224,356
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011225,357
00067D,20011229,361
00067D,20011229,361
00068A,20010814,224
00068A,20010909,250
00068A,20010909,250
00068A,20010909,250
00068A,20011002,273
00068A,20011002,273
00068A,20011002,273
00068A,20011002,273
00068A,20011002,273
00068A,20011002,273
00068A,20011003,274
00068A,20011003,274
00068A,20011003,274
00068A,20011003,274
00068A,20011003,274
00068A,20011003,274
00068A,20011003,274
00068A,20011003,274
00068A,20011003,274
00068A,20011003,274
00068A,20011010,281
00068A,20011010,281
00068A,20011010,281
00068A,20011010,281
00068A,20011021,292
00068A,20011021,292
00068A,20011021,292
00068A,20011021,292
00068A,20011021,292
00068A,20011021,292
00068A,20011021,292
00068A,20011021,292
00068A,20011118,320
00068A,20011118,320
00068A,20011118,320
00068A,20011118,320
00068A,20011118,320
00068A,20011118,320
00068A,20011207,339
00068A,20011207,339
00068A,20011207,339
00068A,20011207,339
00068A,20011208,340
00068A,20011208,340
00068A,20011208,340
00068A,20011208,340
00068A,20011208,340
00068A,20011208,340
00068A,20011208,340
00068B,20010814,224
00068B,20010909,250
00068B,20010909,250
00068B,20010909,250
00068B,20011002,273
00068B,20011002,273
00068B,20011002,273
00068B,20011002,273
00068B,20011002,273
00068B,20011002,273
00068B,20011003,274
00068B,20011003,274
00068B,20011003,274
00068B,20011003,274
00068B,20011003,274
00068B,20011003,274
00068B,20011003,274
00068B,20011003,274
00068B,20011003,274
00068B,20011003,274
00068B,20011010,281
00068B,20011010,281
00068B,20011010,281
00068B,20011010,281
00068B,20011021,292
00068B,20011021,292
00068B,20011021,292
00068B,20011021,292
00068B,20011021,292
00068B,20011021,292
00068B,20011021,292
00068B,20011021,292
00068B,20011118,320
00068B,20011118,320
00068B,20011118,320
00068B,20011118,320
00068B,20011118,320
00068B,20011118,320
00068B,20011207,339
00068B,20011207,339
00068B,20011207,339
00068B,20011207,339
00068B,20011208,340
00068B,20011208,340
00068B,20011208,340
00068B,20011208,340
00068B,20011208,340
00068B,20011208,340
00068B,20011208,340
00068C,20010814,224
00068C,20010909,250
00068C,20010909,250
00068C,20010909,250
00068C,20011002,273
00068C,20011002,273
00068C,20011002,273
00068C,20011002,273
00068C,20011002,273
00068C,20011002,273
00068C,20011003,274
00068C,20011003,274
00068C,20011003,274
00068C,20011003,274
00068C,20011003,274
00068C,20011003,274
00068C,20011003,274
00068C,20011003,274
00068C,20011003,274
