日付,数量,金額
20011221,3,2046
20011221,1,487
20011221,1,508
20011221,1,911
20011221,1,391
20011221,1,480
20011221,1,799
20011221,2,1674
20011221,1,357
20011221,1,234
20011221,1,101
20011221,1,680
20011221,1,622
20011221,1,667
20011221,1,460
20011222,5,1755
20011222,1,799
20011222,1,862
20011222,1,514
20011222,1,524
20011222,6,2646
20011222,1,1590
20011222,6,5400
20011222,1,258
20011222,1,147
20011222,1,1372
20011222,1,435
20011222,6,954
20011224,5,2610
20011224,6,6978
20011224,5,2455
20011224,6,2892
20011224,1,471
20011224,1,436
20011224,1,1334
20011224,1,465
20011224,1,352
20011224,1,902
20011224,1,900
20011224,1,595
20011224,1,435
20011224,1,367
20011224,1,322
20011224,6,726
20011224,7,2513
20011224,5,3830
20011224,1,286
20011224,1,302
20011224,5,1360
20011224,1,585
20011224,1,664
20011224,6,1470
20011224,5,3330
20011224,6,1740
20011224,1,126
20011224,1,493
20011224,1,703
20011224,1,441
20011224,5,1125
20011224,5,1750
20011225,6,756
20011225,1,601
20011225,5,1920
20011225,1,147
20011225,1,276
20011225,5,1485
20011225,5,1805
20011225,3,999
20011225,1,757
20011225,1,427
20011225,6,2610
20011225,7,3507
20011225,2,1462
20011225,1,902
20011225,1,1197
20011225,1,427
20011225,1,500
20011225,1,977
20011225,1,705
20011225,1,782
20011225,1,636
20011226,1,416
20011226,6,3492
20011226,1,342
20011226,1,329
20011226,5,2610
20011226,1,137
20011226,1,753
20011226,1,323
20011226,5,1640
20011227,5,4690
20011227,6,4386
20011227,1,429
20011227,1,1089
20011227,1,492
20011227,1,731
20011227,3,1125
20011227,5,2925
20011227,1,388
20011227,1,532
20011227,1,496
20011227,1,532
20011227,1,346
20011228,1,391
20011228,1,591
20011228,5,1860
20011228,1,504
20011228,1,705
20011228,6,2766
20011228,5,3370
20011228,1,121
20011228,5,3810
20011228,1,911
20011228,1,290
20011228,1,595
20011228,5,2660
20011228,1,682
20011228,1,487
20011228,1,641
20011228,1,367
20011228,6,5262
20011228,1,528
20011228,5,3910
20011228,1,290
20011228,3,1167
20011228,1,395
20011228,1,662
20011228,1,746
20011228,5,2835
20011228,1,549
20011228,1,329
20011228,1,775
20011228,1,497
20011228,1,486
20011228,1,362
20011228,1,310
20011228,1,182
20011229,1,629
20011229,5,3880
20011229,1,491
20011229,1,648
20011229,1,238
20011229,1,525
20011229,1,821
20011229,5,1750
20011229,1,522
20011229,1,823
20011229,1,810
20011229,1,275
20011229,1,329
20011229,1,346
20011229,1,522
20011229,1,821
20011229,1,443
20011229,1,216
20011229,1,382
20011229,1,294
20011229,1,673
20011229,1,358
20011229,7,1729
20011229,1,754
20011229,7,2170
20011229,1,422
20011229,1,583
20011229,5,2160
20011229,1,662
20011229,1,515
20011229,1,805
20011229,3,1446
20011229,1,799
20011229,1,541
20011229,6,3786
20011229,1,600
20011229,6,3546
20011229,1,310
20011230,1,397
20011230,1,272
20011230,5,8880
20011230,1,1776
20011230,1,746
20011230,1,662
20011230,6,2670
20011230,1,786
20011230,1,239
20011230,3,1350
20010108,6,2232
20010108,1,441
20010108,1,446
20010110,1,271
20010110,5,1815
20010110,1,231
20010110,1,241
20010110,1,533
20010110,5,2305
20010110,1,348
20010111,1,233
20010111,1,387
20010111,1,375
20010111,5,1450
20010111,1,531
20010111,5,1645
20010111,1,687
20010111,1,448
20010111,1,428
20010111,1,397
20010111,1,426
20010111,1,500
20010116,4,1964
20010116,1,427
20010116,1,531
20010116,1,357
20010116,1,458
20010116,1,467
20010116,6,1626
20010119,1,446
20010119,1,531
20010119,1,433
20010119,1,306
20010119,1,496
20010119,1,536
20010119,5,1205
20010119,1,792
20010119,4,952
20010119,5,2460
20010119,1,246
20010119,6,2874
20010119,4,1312
20010119,1,467
20010119,1,474
20010119,1,234
20010119,1,481
20010119,1,301
20010119,1,359
20010119,1,505
20010119,6,3294
20010123,1,528
20010123,5,2095
20010123,1,401
20010123,1,436
20010123,1,231
20010123,8,2168
20010125,3,1038
20010125,1,531
20010125,1,221
20010125,1,384
20010125,1,310
20010128,1,358
20010128,5,1465
20010128,1,357
20010128,1,446
20010128,1,387
20010130,1,329
20010130,1,280
20010130,1,272
20010130,1,294
20010130,1,362
20010130,1,331
20010130,1,418
20010130,1,470
20010130,1,494
20010130,1,526
20010130,1,423
20010130,2,524
20010130,1,403
20010130,1,290
20010130,1,584
20010130,1,433
20010130,1,318
20010130,1,545
20010130,5,1770
20010130,1,489
20010130,1,466
20010130,1,289
20010130,1,289
20010130,1,333
20010131,7,903
20010201,1,128
20010203,1,172
20010204,1,350
20010204,1,476
20010204,1,489
20010204,2,482
20010204,1,446
20010204,5,2340
20010204,1,259
20010204,1,289
20010204,1,289
20010204,1,216
20010204,5,1790
20010204,1,289
20010204,4,1612
20010204,1,536
20010204,1,367
20010204,1,316
20010204,4,1864
20010204,1,310
20010204,1,650
20010205,1,576
20010205,6,2592
20010205,6,2514
20010205,1,312
20010205,1,293
20010205,1,362
20010205,6,2538
20010205,1,128
20010206,1,743
20010206,6,2106
20010206,1,609
20010206,6,2262
20010206,1,268
20010206,1,247
20010206,5,1620
20010206,1,332
20010206,1,307
20010208,1,223
20010208,1,500
20010208,1,362
20010208,1,302
20010208,1,101
20010208,1,316
20010208,2,536
20010208,1,258
20010208,1,290
20010208,1,385
20010208,1,433
20010208,1,276
20010208,1,650
20010209,1,329
20010209,1,468
20010209,1,514
20010209,5,2615
20010209,4,1316
20010211,1,510
20010211,1,306
20010211,5,1560
20010211,1,307
20010211,1,541
20010211,1,418
20010211,1,350
20010211,1,465
20010211,1,552
20010212,1,362
20010212,1,650
20010212,1,270
20010212,1,272
20010212,1,514
20010212,1,500
20010212,1,526
20010212,6,3000
20010212,1,172
20010213,1,548
20010213,1,290
20010213,1,312
20010213,1,345
20010213,1,361
20010213,1,466
20010213,1,523
20010213,4,1628
20010213,1,362
20010216,6,1938
20010216,1,363
20010216,1,403
20010216,1,146
20010216,5,3090
20010216,1,384
20010216,2,806
20010216,4,1036
20010216,1,268
20010216,1,481
20010216,1,496
20010216,1,329
20010216,1,433
20010216,1,253
20010216,1,531
20010216,4,1612
20010216,1,357
20010216,6,2418
20010216,1,208
20010216,6,2646
20010216,1,437
20010216,1,245
20010216,1,234
20010216,1,241
20010216,1,390
20010216,3,1269
20010216,1,433
20010216,1,377
20010216,5,1660
20010216,5,925
20010216,1,158
20010216,1,609
20010216,1,249
20010216,1,432
20010216,5,1355
20010217,1,314
20010217,5,1550
20010217,1,320
20010217,5,1810
20010217,5,1530
20010217,1,142
20010217,1,238
20010217,1,372
20010217,1,535
20010220,5,1285
20010220,1,371
20010220,1,385
20010222,1,433
20010222,1,635
20010222,3,1293
20010222,1,301
20010222,1,249
20010222,5,3090
20010222,7,2212
20010222,4,980
20010223,1,289
20010223,1,428
20010223,1,271
20010223,1,436
20010223,1,227
20010223,1,119
20010223,1,403
20010223,1,431
20010223,1,337
20010223,1,461
20010223,1,276
20010223,3,1635
20010223,1,294
20010223,1,128
20010223,1,511
20010223,1,489
20010223,4,1520
20010224,6,1914
20010224,1,487
20010224,4,1924
20010224,1,270
20010224,4,1860
20010224,1,559
20010224,5,2630
20010224,1,210
20010224,1,371
20010224,1,441
20010224,1,385
20010224,1,743
20010224,5,2225
20010224,1,533
20010224,6,3084
20010224,1,531
20010224,6,3354
20010224,1,437
20010224,7,3577
20010224,5,1350
20010224,1,528
20010224,2,526
20010224,1,289
20010224,1,238
20010224,1,293
20010226,1,331
20010226,5,2425
20010226,1,354
20010226,1,375
20010226,5,1290
20010226,1,372
20010226,1,262
20010226,1,329
20010226,1,514
20010226,1,426
20010226,1,390
20010226,1,435
20010226,1,433
20010226,4,1764
20010227,5,2205
20010227,1,293
20010227,1,384
20010227,1,121
20010227,1,372
20010227,1,106
20010227,1,593
20010227,1,124
20010227,1,271
20010227,1,380
20010227,1,415
20010227,1,377
20010227,1,462
20010227,6,4506
20010227,4,1500
20010227,1,437
20010227,1,214
20010227,5,2230
20010227,7,2961
20010227,1,271
20010227,1,333
20010227,1,418
20010227,1,357
20010227,1,418
20010227,1,387
20010227,1,407
20010227,1,406
20010227,1,249
20010227,1,431
20010228,1,496
20010228,1,271
20010228,1,289
20010228,1,748
20010228,5,2600
20010228,1,422
20010228,5,1460
20010228,1,511
20010228,5,1985
20010228,6,2310
20010228,5,1235
20010228,1,342
20010228,1,570
20010228,1,210
20010228,1,496
20010228,1,792
20010228,1,448
20010301,1,367
20010301,1,418
20010301,1,289
20010301,1,446
20010301,1,426
20010301,1,357
20010301,1,249
20010301,1,231
20010301,1,355
20010301,1,570
20010301,1,446
20010301,1,748
20010301,6,2148
20010301,1,533
20010301,5,640
20010303,1,106
20010303,1,461
20010303,1,433
20010303,1,437
20010303,1,433
20010303,1,306
20010305,1,671
20010305,1,420
20010305,1,322
20010305,1,353
20010305,7,707
20010305,1,401
20010306,6,2322
20010306,1,354
20010306,1,492
20010306,1,320
20010306,1,393
20010306,5,2000
20010306,1,614
20010306,1,309
20010306,6,2304
20010306,1,523
20010306,1,241
20010306,4,1524
20010306,1,465
20010306,4,780
20010306,1,236
20010306,1,294
20010306,1,461
20010306,1,480
20010306,1,526
20010306,1,387
20010306,1,257
20010306,1,316
20010306,1,345
20010306,5,1465
20010306,1,277
20010306,1,548
20010306,1,132
20010306,1,380
20010306,1,406
20010306,5,2465
20010306,1,388
20010306,1,400
20010306,1,434
20010306,1,433
20010306,1,195
20010307,1,268
20010307,1,371
20010307,1,277
20010307,1,423
20010307,1,423
20010307,1,309
20010307,5,1550
20010308,1,452
20010308,3,1191
20010308,5,2325
20010308,1,234
20010308,1,301
20010308,1,354
20010308,1,330
20010308,1,361
20010308,6,1776
20010308,1,457
20010308,1,467
20010308,6,3330
20010308,1,245
20010308,1,601
20010308,1,489
20010308,1,307
20010308,5,1560
20010308,1,520
20010308,1,336
20010308,1,344
20010308,1,403
20010308,2,1262
20010308,5,2200
20010308,5,975
20010308,1,461
20010308,6,1608
20010308,1,271
20010308,1,289
20010308,1,491
20010308,1,384
20010308,1,540
20010309,6,4572
20010309,6,2256
20010309,5,2965
20010309,6,2562
20010309,1,193
20010309,4,2020
20010309,5,1205
20010309,5,1985
20010309,6,2484
20010309,1,333
20010309,1,310
20010309,1,543
20010309,1,322
20010309,1,334
20010309,1,316
20010309,1,610
20010309,1,366
20010309,1,533
20010309,1,397
20010309,1,272
20010309,2,818
20010309,8,2456
20010309,1,465
20010309,6,2676
20010309,1,257
20010309,1,492
20010309,1,259
20010309,1,368
20010309,1,225
20010309,5,3070
20010309,4,1012
20010309,1,461
20010309,6,2310
20010309,5,2185
20010309,1,480
20010310,1,748
20010310,1,357
20010310,6,2988
20010310,1,234
20010310,7,3311
20010310,1,312
20010310,1,533
20010310,1,337
20010310,1,650
20010310,6,2382
20010310,1,225
20010310,1,340
20010310,1,247
20010310,1,442
20010310,6,4236
20010310,3,642
20010310,6,1962
20010310,5,2705
20010310,1,476
20010310,1,433
20010310,1,461
20010310,5,1355
20010311,1,271
20010311,1,244
20010312,6,858
20010312,1,272
20010312,1,158
20010312,1,461
20010312,6,1518
20010312,1,492
20010312,4,700
20010312,1,631
20010312,1,384
20010312,6,1896
20010312,1,301
20010312,6,2946
20010312,1,422
20010312,1,528
20010312,1,466
20010312,1,255
20010312,1,289
20010312,3,1287
20010312,1,172
20010312,1,567
20010312,1,448
20010312,1,385
20010312,1,264
20010313,1,585
20010313,1,541
20010313,6,3066
20010313,1,331
20010313,1,228
20010313,5,2555
20010313,6,1350
20010313,3,1854
20010313,1,270
20010313,1,541
20010313,1,271
20010313,1,329
20010313,1,613
20010313,5,1785
20010313,1,496
20010313,1,466
20010313,1,167
20010313,1,792
20010313,1,465
20010313,1,258
20010313,4,2436
20010313,4,3048
20010313,4,1104
20010313,1,359
20010313,1,397
20010313,1,337
20010314,1,354
20010314,6,1968
20010314,1,585
20010314,5,1190
20010314,1,609
20010314,1,303
20010314,1,362
20010314,1,658
20010314,1,441
20010314,1,366
20010314,1,407
20010314,1,119
20010314,1,466
20010314,1,279
20010314,1,289
20010314,1,290
20010314,1,528
20010314,1,609
20010314,1,485
20010314,1,682
20010314,5,2455
20010314,1,272
20010314,1,388
20010314,1,432
20010314,5,1465
20010315,6,3000
20010315,1,523
20010315,1,653
20010315,1,465
20010315,4,1308
20010315,1,658
20010315,4,1892
20010315,1,387
20010315,5,2175
20010315,1,411
20010315,2,1164
20010315,1,420
20010315,1,234
20010315,1,566
20010315,1,302
20010315,3,1578
20010315,1,333
20010315,3,1443
20010315,1,609
20010315,1,357
20010315,1,552
20010315,1,450
20010315,6,1074
20010315,1,212
20010315,1,333
20010315,1,433
20010315,1,335
20010315,6,1782
20010315,1,541
20010315,1,541
20010315,1,306
20010316,5,2165
20010317,1,244
20010317,5,560
20010317,6,2478
20010317,1,271
20010317,1,375
20010317,1,254
20010317,1,554
20010317,1,264
20010317,6,1764
20010317,1,593
20010317,1,428
20010318,6,948
20010318,5,1545
20010318,1,427
20010318,1,471
20010318,1,705
20010318,4,1072
20010318,5,1945
20010318,6,1500
20010318,3,516
20010318,1,359
20010318,1,385
20010318,5,875
20010318,1,380
20010318,1,507
20010318,1,175
20010319,1,585
20010319,1,234
20010319,1,289
20010319,1,354
20010320,1,413
20010320,1,419
20010320,5,1300
20010320,1,467
20010320,1,432
20010320,1,362
20010320,1,687
20010320,1,552
20010320,1,467
20010320,1,511
20010320,6,1794
20010320,6,1860
20010320,1,526
20010320,5,3410
20010320,1,314
20010320,1,449
20010320,1,705
20010320,1,431
20010320,1,545
20010320,1,448
20010320,1,433
20010320,1,465
20010320,5,1180
20010321,1,385
20010321,1,594
20010321,1,431
20010321,1,429
20010321,4,1404
20010321,4,2336
20010321,1,307
20010321,1,338
20010321,1,333
20010321,1,440
20010321,1,403
20010321,1,446
20010321,1,658
20010321,1,488
20010321,1,610
20010321,1,611
20010321,1,307
20010321,4,1600
20010321,1,214
20010321,3,1077
20010321,1,182
20010321,1,101
20010321,3,1125
20010321,4,2684
20010321,1,346
20010321,1,262
20010321,6,2250
20010322,1,301
20010322,6,1782
20010322,1,385
20010322,5,860
20010322,5,1480
20010322,1,128
20010322,1,403
20010322,1,413
20010322,1,359
20010322,1,511
20010322,1,354
20010322,3,774
20010322,1,257
20010322,1,271
20010322,1,583
20010322,1,470
20010322,1,385
20010322,6,2064
20010322,1,379
20010322,5,1860
20010322,1,336
20010322,1,446
20010322,1,237
20010322,1,357
20010322,1,289
20010322,1,493
20010322,1,431
20010323,1,345
20010323,1,268
20010323,5,1830
20010323,1,550
20010323,5,1640
20010323,1,597
20010323,1,357
20010323,1,501
20010323,8,4432
20010323,5,1655
20010323,1,372
20010323,1,541
20010323,1,431
20010323,1,468
20010323,6,2226
20010323,5,3715
20010323,1,492
20010323,1,175
20010323,1,276
20010323,4,1744
20010323,1,350
20010323,1,301
20010324,1,264
20010324,4,1280
20010324,1,426
20010324,1,171
20010324,6,2226
20010324,6,1530
20010324,1,405
20010324,6,3870
20010324,5,2665
20010324,1,554
20010324,1,366
20010324,6,2100
20010324,3,1281
20010324,1,328
20010325,1,434
20010325,1,379
20010325,2,930
20010325,1,446
20010325,7,2709
20010325,1,345
20010325,1,155
20010325,1,296
20010325,1,745
20010325,1,341
20010325,1,526
20010325,1,579
20010325,1,227
20010326,1,91
20010326,1,584
20010326,5,1655
20010326,1,645
20010326,1,379
20010326,1,271
20010326,1,485
20010326,4,1096
20010326,4,1844
20010326,1,390
20010326,5,1395
20010326,1,340
20010326,1,467
20010326,1,340
20010326,1,358
20010327,5,2870
20010327,1,467
20010327,1,359
20010327,1,345
20010327,1,307
20010327,1,316
20010327,7,1778
20010327,1,349
20010327,3,1038
20010327,1,172
20010327,1,119
20010327,1,422
20010327,6,3168
20010327,1,354
20010327,1,101
20010327,4,1204
20010327,1,357
20010327,3,1842
20010327,1,613
20010327,1,346
20010327,5,3180
20010327,6,2556
20010327,3,1311
20010327,1,426
20010327,1,264
20010327,4,1940
20010327,7,4452
20010327,1,506
20010328,5,2610
20010328,1,614
20010328,1,301
20010328,5,1340
20010328,1,294
20010328,1,574
20010328,1,388
20010328,1,359
20010329,1,314
20010329,1,345
20010329,1,231
20010329,5,2230
20010329,1,320
20010329,1,622
20010329,1,465
20010329,1,271
20010329,1,446
20010329,1,473
20010329,1,389
20010329,5,2630
20010330,4,2116
20010330,1,584
20010330,5,2405
20010330,1,533
20010330,1,513
20010330,1,792
20010330,5,640
20010330,1,320
20010330,1,437
20010330,1,121
20010330,5,2395
20010330,1,433
20010331,3,1179
20010331,1,367
20010331,5,2005
20010331,1,307
20010331,1,290
20010331,6,1920
20010331,6,1686
20010331,1,594
20010331,1,433
20010331,1,210
20010331,6,1644
20010331,1,428
20010331,1,379
20010331,5,2685
20010331,6,2676
20010331,1,341
20010331,1,289
20010331,1,328
20010331,1,233
20010331,1,331
20010331,1,273
20010401,1,389
20010401,1,410
20010401,1,433
20010401,1,355
20010401,1,631
20010401,4,1468
20010401,1,669
20010402,1,268
20010402,6,3084
20010402,1,533
20010402,5,1925
20010402,1,132
20010402,1,646
20010402,1,317
20010402,1,363
20010402,1,329
20010402,1,385
20010402,1,301
20010402,1,490
20010404,1,357
20010404,6,2154
20010404,1,175
20010404,1,257
20010404,3,1650
20010404,1,350
20010404,1,496
20010404,5,1985
20010404,1,427
20010404,1,431
20010404,1,441
20010404,1,671
20010404,1,333
20010404,4,1068
20010404,4,2452
20010404,1,743
20010404,1,328
20010404,1,246
20010404,6,2046
20010404,2,852
20010404,1,513
20010404,5,1860
20010405,1,446
20010405,1,350
20010405,5,1225
20010405,1,470
20010405,1,520
20010405,1,570
20010405,5,2245
20010405,1,550
20010405,6,2826
20010405,1,299
20010405,1,325
20010405,5,1575
20010405,5,2350
20010405,1,354
20010405,1,433
20010405,6,2154
20010405,5,1860
20010405,3,1515
20010405,3,1455
20010405,1,384
20010405,1,622
20010405,6,2910
20010405,5,1495
20010405,1,257
20010405,4,1692
20010405,1,329
20010405,1,431
20010405,1,436
20010405,1,610
20010405,1,561
20010406,1,397
20010406,6,2856
20010406,1,446
20010406,3,732
20010406,1,367
20010406,1,422
20010406,1,346
20010406,1,526
20010406,5,2325
20010406,1,418
20010406,1,223
20010406,5,2230
20010406,1,645
20010406,1,397
20010406,7,2653
20010406,1,262
20010406,1,228
20010406,1,272
20010406,6,2142
20010406,5,1485
20010406,1,422
20010406,1,380
20010406,1,924
20010406,1,575
20010406,2,840
20010406,1,276
20010406,1,613
20010406,6,3078
20010407,1,445
20010407,6,5544
20010407,5,2325
20010407,6,2106
20010407,1,129
20010407,1,541
20010407,5,1885
20010407,1,442
20010407,1,576
20010407,5,2165
20010407,1,492
20010407,1,327
20010407,1,340
20010407,6,3288
20010407,1,221
20010407,1,372
20010407,1,241
20010407,1,292
20010407,1,493
20010407,5,2970
20010407,5,2075
20010407,1,159
20010408,2,518
20010408,1,575
20010408,1,270
20010408,1,465
20010408,1,329
20010408,5,1550
20010408,1,317
20010408,1,296
20010409,1,268
20010409,1,536
20010409,1,478
20010409,1,398
20010409,6,1632
20010409,1,446
20010409,5,2450
20010409,2,858
20010409,1,128
20010409,1,473
20010409,1,631
20010409,5,2110
20010409,5,2455
20010409,1,234
20010409,1,315
20010409,7,1022
20010409,1,158
20010409,1,245
20010409,5,2795
20010409,3,897
20010409,1,526
20010410,1,367
20010410,1,431
20010410,1,289
20010410,5,1945
20010410,1,299
20010410,1,317
20010410,1,362
20010410,3,750
20010410,1,175
20010410,2,410
20010410,1,610
20010410,6,1974
20010411,5,2290
20010411,1,354
20010411,1,259
20010411,1,431
20010411,1,328
20010411,1,285
20010412,6,2232
20010412,5,2015
20010412,6,1890
20010412,1,682
20010412,1,307
20010412,1,469
20010412,1,671
20010412,4,2196
20010412,1,526
20010412,1,465
20010412,5,1365
20010413,1,379
20010413,1,340
20010413,1,575
20010413,6,1968
20010413,1,514
20010413,1,414
20010413,1,461
20010413,1,314
20010413,1,410
20010413,1,563
20010413,1,260
20010413,1,650
20010413,1,258
20010413,1,494
20010413,1,385
20010413,6,2598
20010414,1,358
20010414,5,2325
20010414,1,355
20010414,1,500
20010414,1,246
20010414,1,348
20010414,1,437
20010414,1,533
20010414,1,246
20010414,2,862
20010414,3,987
20010415,1,511
20010415,1,473
20010415,6,1728
20010415,1,441
20010415,1,495
20010415,1,594
20010415,1,329
20010415,1,548
20010415,1,751
20010415,1,362
20010415,3,1533
20010415,1,446
20010415,1,418
20010415,1,607
20010415,1,358
20010415,1,350
20010415,1,199
20010415,1,157
20010415,5,3040
